Nr_ankiety	pyt1	pyt2	pyt3	pyt4	pyt5	pyt6	Id_szkoly	Plec
a3982	2	2	3	1	1	5	S094	k
a3983	2	3	3	3	1	2	S094	k
a3984	1	1	3	1	1	1	S094	k
a3985	1	1	2	3	4	1	S094	k
a3986	5	2	3	3	1	1	S094	k
a3987	4	1	1	2	2	3	S094	k
a3988	5	2	2	3	5	2	S094	k
a3989	2	2	2	4	2	2	S094	k
a3990	2	2	4	1	3	3	S094	k
a3991	1	1	5	4	1	2	S095	m
a3992	3	1	3	2	1	3	S095	k
a3993	2	3	3	3	1	5	S095	m
a3994	2	1	4	2	3	5	S095	m
a3995	1	1	1	3	4	4	S095	k
a3996	4	3	3	4	5	5	S095	k
a3997	2	3	2	2	1	5	S095	k
a3998	1	1	4	3	2	1	S095	m
a3999	1	1	1	3	2	3	S095	m
a4000	1	1	4	2	2	3	S095	k
a4001	3	3	3	3	5	5	S095	m
a4002	5	2	1	3	4	2	S095	k
a4003	4	1	1	3	1	2	S095	m
a4004	1	3	2	5	3	1	S095	k
a4005	1	2	3	4	5	1	S095	k
a4006	5	2	4	3	2	1	S095	k
a4007	4	2	3	4	1	1	S095	k
a4008	3	1	1	3	2	3	S095	k
a4009	3	2	2	3	1	2	S095	m
a4010	2	2	4	1	1	3	S095	m
a4011	4	2	4	3	1	5	S095	k
a4012	3	2	3	3	2	3	S095	k
a4013	1	3	3	3	4	1	S095	k
a4014	3	2	2	3	3	4	S095	k
a4015	3	3	3	2	1	2	S095	m
a4016	2	2	3	4	1	1	S095	k
a4017	4	1	3	3	1	1	S095	m
a4018	4	2	2	3	4	2	S095	m
a4019	5	1	2	2	5	3	S095	m
a4020	4	1	5	1	4	5	S095	k
a4021	3	2	2	3	3	5	S095	k
a4022	5	2	1	3	3	3	S095	k
a4023	1	3	1	1	2	3	S095	k
a4024	1	3	3	4	4	1	S095	k
a4025	2	1	2	3	4	2	S095	k
a4026	1	5	3	1	2	3	S095	k
a4027	4	2	4	4	4	1	S095	k
a4028	1	1	4	1	2	2	S095	k
a4029	3	5	2	2	1	5	S095	k
a4030	2	3	1	3	1	5	S095	k
a4031	5	1	2	4	5	5	S095	k
a4032	1	1	4	4	3	4	S095	k
a4033	4	1	2	4	5	5	S095	k
a4034	4	4	4	3	4	1	S096	k
a4035	1	2	5	3	5	1	S096	k
a4036	1	3	2	1	2	4	S096	k
a4037	4	4	2	3	4	3	S096	k
a4038	3	4	1	3	4	4	S096	k
a4039	5	3	1	1	3	3	S096	k
a4040	2	4	5	3	4	3	S096	k
a4041	2	4	4	3	4	5	S096	m
a4042	1	2	4	3	1	1	S096	k
a4043	4	4	3	2	2	2	S096	m
a4044	1	1	5	2	5	3	S096	m
a4045	1	3	1	3	2	1	S096	k
a4046	4	4	3	1	2	2	S096	m
a4047	2	2	3	1	4	5	S096	m
a4048	1	4	2	1	2	1	S096	k
a4049	3	3	1	3	3	4	S096	m
a4050	5	2	2	4	1	4	S096	m
a4051	4	2	1	2	2	4	S096	k
a4052	4	1	2	3	2	2	S096	m
a4053	2	4	4	1	4	3	S096	k
a4054	4	1	5	2	5	1	S096	m
a4055	3	1	2	4	5	5	S096	k
a4056	1	4	4	4	1	5	S096	k
a4057	4	1	3	3	5	3	S096	m
a4058	3	4	4	2	3	4	S096	m
a4059	2	2	4	1	5	4	S096	k
a4060	5	3	3	3	1	2	S096	m
a4061	3	2	4	1	4	2	S096	k
a4062	1	1	1	1	5	1	S096	k
a4063	3	3	2	2	3	1	S096	k
a4064	4	2	4	3	1	1	S096	m
a4065	1	1	1	1	1	2	S096	k
a4066	2	1	5	3	1	3	S096	m
a4067	3	4	3	3	1	5	S096	m
a4068	2	1	2	1	3	5	S096	m
a4069	3	3	2	3	1	1	S096	m
a4070	2	2	1	1	5	5	S096	m
a4071	2	1	4	3	3	4	S096	m
a4072	2	3	1	2	2	4	S096	m
a4073	1	2	1	1	4	1	S096	m
a4074	4	1	1	3	3	4	S096	m
a4075	4	3	4	1	4	3	S096	m
a4076	3	1	2	3	4	5	S096	m
a4077	4	2	2	3	3	4	S097	m
a4078	4	3	1	4	4	4	S097	m
a4079	5	1	3	3	5	4	S097	k
a4080	4	1	1	2	4	4	S097	k
a4081	2	3	3	3	4	5	S097	m
a4082	2	1	1	1	4	4	S097	m
a4083	5	2	1	2	2	5	S097	k
a4084	3	1	3	3	3	4	S097	k
a4085	3	1	3	2	3	5	S097	m
a4086	2	3	4	2	4	5	S097	k
a4087	2	1	1	2	1	5	S097	m
a4088	4	1	2	3	1	4	S097	k
a4089	2	3	2	3	3	5	S097	k
a4090	5	3	1	2	2	5	S097	m
a4091	1	1	1	1	1	5	S097	k
a4092	1	2	1	4	4	4	S097	m
a4093	4	1	1	3	4	4	S097	m
a4094	2	2	1	3	2	5	S097	k
a4095	2	2	3	3	2	4	S097	k
a4096	2	1	1	2	1	4	S097	k
a4097	5	2	2	4	3	4	S097	m
a4098	5	3	1	1	1	4	S097	m
a4099	4	1	2	3	1	4	S097	k
a4100	3	2	2	1	4	5	S097	k
a4101	3	1	1	1	4	5	S097	m
a4102	4	2	3	3	5	5	S097	k
a4103	5	1	1	3	1	5	S097	m
a4104	4	1	4	1	1	5	S097	m
a4105	5	1	1	4	3	5	S097	m
a4106	4	2	1	2	5	3	S097	k
a4107	5	2	1	3	5	4	S097	m
a4108	4	2	2	1	5	4	S097	m
a4109	4	3	1	3	3	5	S097	m
a4110	2	2	3	3	2	5	S097	m
a4111	5	1	1	3	3	5	S097	m
a4112	4	1	3	4	5	5	S097	m
a4113	4	2	2	3	5	5	S097	m
a4114	5	2	1	3	3	5	S097	m
a4115	3	2	1	2	1	4	S097	m
a4116	4	1	4	3	3	5	S097	m
a4117	2	1	2	3	2	3	S097	m
a4118	2	2	1	4	3	1	S097	m
a4119	3	1	1	4	4	4	S097	m
a4120	2	3	1	3	4	1	S098	m
a4121	3	1	4	3	4	5	S098	m
a4122	2	2	4	2	1	2	S098	m
a4123	4	1	2	5	2	4	S098	m
a4124	5	2	2	4	5	3	S098	m
a4125	5	1	4	1	1	3	S098	m
a4126	1	1	3	1	3	5	S098	k
a4127	1	3	3	2	2	5	S098	m
a4128	1	2	2	4	1	3	S098	m
a4129	4	4	4	3	4	2	S098	m
a4130	1	4	2	4	3	1	S098	m
a4131	4	1	2	2	4	2	S098	k
a4132	2	3	4	2	2	2	S098	m
a4133	1	2	3	3	3	1	S098	k
a4134	5	1	1	3	3	5	S098	k
a4135	4	1	5	3	5	2	S098	m
a4136	4	4	4	2	3	2	S098	k
a4137	2	2	1	1	2	1	S098	k
a4138	3	2	4	5	5	5	S098	m
a4139	2	3	2	3	3	2	S098	m
a4140	4	1	4	4	4	1	S098	m
a4141	3	2	4	3	4	2	S098	m
a4142	5	4	4	3	5	5	S098	k
a4143	5	2	2	3	2	5	S098	k
a4144	3	2	3	1	5	4	S098	k
a4145	3	1	1	1	3	4	S098	m
a4146	5	3	4	4	3	3	S098	m
a4147	4	4	4	3	3	2	S098	k
a4148	3	4	3	4	5	3	S098	m
a4149	2	2	2	2	5	5	S098	k
a4150	1	4	4	4	3	5	S098	k
a4151	5	4	2	3	4	5	S098	m
a4152	5	1	2	1	3	3	S098	m
a4153	4	3	2	4	3	2	S098	m
a4154	4	1	1	4	3	3	S098	m
a4155	2	2	3	3	1	5	S098	m
a4156	2	4	2	3	5	4	S098	m
a4157	4	2	2	4	2	5	S098	m
a4158	1	4	2	3	2	1	S098	m
a4159	3	3	1	3	4	2	S098	m
a4160	5	1	4	3	1	1	S098	m
a4161	3	1	5	4	1	4	S098	m
a4162	1	1	2	1	1	1	S098	m
a4163	4	2	3	3	1	4	S099	m
a4164	2	2	3	3	1	1	S099	m
a4165	2	2	1	2	5	3	S099	k
a4166	3	3	4	2	2	5	S099	k
a4167	5	1	1	2	4	3	S099	m
a4168	3	1	2	1	5	2	S099	k
a4169	5	2	3	2	4	4	S099	m
a4170	3	1	4	3	2	4	S099	m
a4171	4	2	4	4	5	4	S099	k
a4172	5	1	2	4	3	4	S099	m
a4173	4	2	2	1	4	1	S099	m
a4174	4	2	3	1	3	5	S099	m
a4175	3	1	2	4	2	3	S099	m
a4176	4	1	4	3	1	1	S099	m
a4177	2	2	1	4	2	5	S099	m
a4178	2	2	1	1	2	3	S099	k
a4179	5	1	4	3	1	4	S099	m
a4180	5	2	3	3	5	2	S099	k
a4181	4	2	1	1	1	4	S099	k
a4182	4	1	1	1	2	1	S099	k
a4183	2	1	1	3	5	5	S099	k
a4184	3	2	2	3	3	5	S099	k
a4185	4	1	2	3	5	4	S099	m
a4186	3	3	2	4	1	1	S099	k
a4187	2	2	4	4	2	2	S099	k
a4188	5	2	1	3	2	2	S099	k
a4189	3	1	1	3	3	4	S099	m
a4190	5	3	2	3	2	5	S099	m
a4191	2	2	2	4	3	5	S099	k
a4192	5	2	1	2	3	1	S099	k
a4193	3	2	1	5	2	3	S099	k
a4194	2	2	3	2	3	1	S099	m
a4195	4	2	1	3	2	3	S099	m
a4196	2	2	1	4	3	3	S099	m
a4197	5	1	3	2	3	2	S099	m
a4198	4	1	1	1	4	5	S099	m
a4199	4	3	2	3	4	2	S099	m
a4200	2	1	3	4	3	4	S099	m
a4201	4	2	2	1	4	2	S099	m
a4202	4	2	2	1	5	3	S099	m
a4203	5	2	2	3	2	1	S099	m
a4204	5	2	1	3	4	5	S099	m
a4205	5	2	1	1	3	4	S099	m
a4206	3	3	4	4	2	4	S100	k
a4207	5	3	2	3	3	5	S100	m
a4208	1	3	1	2	2	4	S100	k
a4209	3	1	4	2	1	2	S100	m
a4210	3	3	1	1	2	2	S100	k
a4211	1	1	2	2	4	3	S100	m
a4212	2	3	4	3	1	2	S100	k
a4213	2	4	5	3	2	4	S100	m
a4214	5	2	2	3	1	2	S100	k
a4215	2	3	3	3	4	1	S100	k
a4216	5	4	2	3	4	2	S100	k
a4217	3	1	5	4	3	2	S100	k
a4218	5	2	3	3	5	1	S100	k
a4219	2	2	3	3	4	2	S100	m
a4220	4	3	1	4	2	1	S100	k
a4221	2	4	2	1	5	2	S100	k
a4222	4	1	1	2	2	4	S100	k
a4223	2	2	4	3	3	4	S100	k
a4224	2	2	2	3	2	1	S100	k
a4225	1	1	3	2	1	5	S100	k
a4226	1	2	2	3	1	2	S100	m
a4227	4	2	2	3	4	5	S100	k
a4228	5	3	3	4	4	3	S100	m
a4229	4	1	2	1	4	1	S100	m
a4230	3	3	3	3	2	4	S100	k
a4231	2	3	1	2	5	3	S100	m
a4232	4	2	1	4	3	4	S100	k
a4233	4	3	1	1	2	4	S100	m
a4234	4	3	1	4	1	1	S100	m
a4235	3	2	4	3	1	5	S100	k
a4236	2	1	4	4	4	1	S100	k
a4237	4	4	5	2	5	4	S100	k
a4238	2	1	3	1	4	3	S100	m
a4239	3	4	1	3	1	4	S100	m
a4240	2	3	2	3	2	1	S100	m
a4241	2	2	4	1	3	1	S100	m
a4242	1	2	3	2	4	5	S100	m
a4243	1	2	2	4	4	1	S100	m
a4244	3	1	4	2	3	5	S100	m
a4245	5	4	3	3	2	2	S100	m
a4246	2	2	2	2	5	5	S100	m
a4247	1	2	1	3	1	3	S100	m
a4248	1	1	2	4	2	5	S100	m
a4249	5	1	1	1	3	2	S101	m
a4250	3	2	3	2	1	4	S101	m
a4251	4	2	2	3	2	3	S101	m
a4252	3	2	3	3	1	4	S101	k
a4253	3	2	2	4	1	2	S101	k
a4254	4	2	4	4	3	4	S101	m
a4255	5	2	2	3	2	4	S101	k
a4256	4	2	2	4	5	3	S101	k
a4257	2	2	2	3	1	2	S101	m
a4258	3	2	1	1	4	1	S101	k
a4259	2	3	1	3	1	3	S101	m
a4260	3	3	2	2	4	2	S101	m
a4261	2	2	1	1	4	4	S101	k
a4262	2	2	2	3	5	2	S101	k
a4263	5	1	2	3	1	2	S101	k
a4264	3	2	1	1	4	2	S101	m
a4265	3	2	2	3	1	2	S101	m
a4266	5	2	2	3	3	5	S101	m
a4267	5	1	2	2	4	3	S101	m
a4268	3	2	1	2	2	5	S101	k
a4269	2	1	3	2	1	4	S101	m
a4270	5	2	2	1	1	2	S101	k
a4271	1	2	2	3	4	4	S101	k
a4272	4	1	2	4	3	5	S101	k
a4273	4	1	2	2	1	5	S101	k
a4274	5	1	1	3	3	5	S101	m
a4275	4	2	2	4	2	1	S101	k
a4276	5	2	3	1	5	5	S101	m
a4277	3	2	1	3	2	4	S101	k
a4278	2	2	2	4	5	2	S101	m
a4279	3	2	3	2	1	2	S101	k
a4280	3	2	1	1	2	5	S101	k
a4281	1	1	1	3	4	4	S101	m
a4282	4	1	1	1	1	5	S101	m
a4283	4	2	1	3	1	1	S101	m
a4284	2	2	2	1	4	5	S101	m
a4285	5	2	1	3	3	1	S101	m
a4286	2	2	1	3	2	3	S101	m
a4287	2	2	2	4	5	2	S101	m
a4288	2	1	2	4	2	2	S101	m
a4289	3	2	2	1	1	4	S101	m
a4290	4	2	1	2	3	4	S101	m
a4291	3	1	4	3	4	2	S101	m
a4292	3	1	4	3	1	3	S102	k
a4293	3	1	3	1	3	3	S102	k
a4294	5	3	2	4	2	4	S102	k
a4295	1	5	2	2	4	4	S102	k
a4296	1	1	2	1	1	2	S102	m
a4297	3	2	4	1	1	3	S102	k
a4298	5	5	4	4	5	5	S102	m
a4299	3	1	3	3	2	2	S102	m
a4300	5	3	1	3	4	2	S102	k
a4301	4	3	2	3	4	5	S102	m
a4302	4	2	4	4	1	1	S102	m
a4303	4	3	4	4	3	2	S102	m
a4304	3	1	1	1	3	4	S102	k
a4305	4	3	4	3	2	2	S102	m
a4306	4	3	1	4	3	3	S102	k
a4307	1	1	2	3	4	5	S102	k
a4308	2	3	1	4	5	3	S102	m
a4309	4	1	1	4	1	2	S102	m
a4310	1	2	4	4	1	5	S102	m
a4311	5	1	1	5	3	5	S102	k
a4312	4	2	2	1	2	1	S102	k
a4313	2	1	1	3	1	1	S102	k
a4314	4	2	5	4	5	4	S102	m
a4315	2	2	4	2	3	2	S102	m
a4316	4	3	3	3	3	5	S102	m
a4317	1	2	2	3	5	2	S102	m
a4318	4	2	1	1	2	5	S102	k
a4319	3	3	2	4	4	1	S102	m
a4320	1	1	2	3	1	4	S102	m
a4321	1	1	4	1	4	2	S102	k
a4322	1	2	2	3	5	3	S102	m
a4323	3	3	3	3	3	3	S102	m
a4324	2	3	4	3	3	4	S102	k
a4325	2	1	1	3	3	3	S102	k
a4326	4	2	5	2	1	1	S102	k
a4327	3	2	4	1	1	3	S102	k
a4328	1	2	3	1	5	3	S102	k
a4329	5	2	2	2	4	1	S102	k
a4330	4	1	2	3	4	2	S102	k
a4331	1	1	2	3	4	1	S102	k
a4332	4	2	1	3	5	1	S102	k
a4333	5	1	1	2	2	1	S102	k
a4334	5	2	2	4	2	3	S102	k
a4335	1	2	4	2	1	2	S102	k
a4336	4	2	5	1	5	5	S102	k
a4337	3	1	1	1	4	3	S103	k
a4338	5	1	2	2	5	2	S103	m
a4339	3	1	3	4	4	3	S103	m
a4340	4	1	1	3	2	1	S103	k
a4341	3	2	1	3	3	1	S103	k
a4342	4	1	2	3	1	4	S103	m
a4343	4	1	2	3	3	5	S103	k
a4344	3	4	2	1	5	3	S103	k
a4345	4	1	3	3	3	5	S103	m
a4346	5	2	2	4	3	5	S103	k
a4347	5	1	2	3	1	5	S103	k
a4348	2	2	1	3	1	5	S103	k
a4349	5	1	1	1	4	1	S103	k
a4350	4	2	1	4	5	4	S103	m
a4351	5	4	2	2	3	3	S103	m
a4352	4	4	3	3	3	4	S103	k
a4353	5	1	1	3	4	2	S103	k
a4354	3	1	2	1	4	2	S103	m
a4355	4	1	2	1	4	1	S103	m
a4356	5	4	2	1	3	2	S103	k
a4357	3	2	3	3	1	1	S103	m
a4358	4	1	3	3	4	1	S103	k
a4359	3	4	2	3	2	1	S103	k
a4360	3	2	1	1	1	1	S103	m
a4361	4	2	3	3	3	3	S103	m
a4362	4	1	1	1	3	3	S103	m
a4363	3	1	1	1	1	3	S103	k
a4364	5	2	4	3	3	2	S103	k
a4365	4	1	1	3	4	1	S103	k
a4366	5	1	5	3	4	4	S103	m
a4367	4	1	4	5	1	5	S103	k
a4368	2	2	1	3	2	4	S103	m
a4369	2	1	2	2	5	3	S103	k
a4370	3	4	2	3	3	1	S103	k
a4371	1	1	2	4	2	5	S103	k
a4372	4	1	5	1	4	2	S103	k
a4373	2	1	2	1	2	5	S103	k
a4374	2	1	2	4	2	2	S103	k
a4375	4	1	2	4	5	5	S103	k
a4376	2	2	2	2	4	5	S103	k
a4377	1	1	2	3	3	5	S103	k
a4378	4	4	2	2	2	1	S103	k
a4379	5	1	1	4	3	5	S103	k
a4380	4	2	2	2	3	1	S104	k
a4381	4	3	1	1	3	4	S104	m
a4382	3	2	2	3	2	1	S104	m
a4383	1	2	4	5	4	3	S104	k
a4384	3	2	2	2	5	5	S104	k
a4385	4	3	4	3	5	5	S104	k
a4386	3	3	1	3	3	2	S104	k
a4387	4	3	1	2	1	4	S104	k
a4388	4	3	4	3	2	3	S104	m
a4389	1	2	3	5	4	4	S104	m
a4390	5	2	1	2	2	5	S104	m
a4391	4	4	2	4	5	2	S104	m
a4392	5	1	3	2	4	5	S104	k
a4393	3	1	2	1	5	1	S104	m
a4394	3	2	1	4	2	1	S104	m
a4395	1	2	3	3	2	5	S104	m
a4396	5	1	1	3	2	2	S104	k
a4397	3	2	2	1	5	1	S104	k
a4398	5	2	4	1	2	4	S104	m
a4399	2	1	3	4	3	1	S104	k
a4400	3	3	5	3	2	5	S104	m
a4401	5	1	2	3	2	4	S104	m
a4402	2	3	1	3	5	5	S104	m
a4403	3	3	1	3	3	3	S104	k
a4404	5	2	4	4	5	1	S104	m
a4405	4	2	2	3	5	1	S104	k
a4406	3	1	1	4	4	4	S104	k
a4407	5	2	3	3	5	4	S104	k
a4408	3	2	1	3	1	5	S104	k
a4409	5	3	3	3	4	3	S104	m
a4410	5	2	1	2	2	4	S104	k
a4411	3	3	4	4	4	5	S104	k
a4412	1	1	2	3	5	2	S104	m
a4413	4	2	3	4	1	5	S104	m
a4414	3	2	1	1	1	2	S104	m
a4415	3	3	1	3	3	5	S104	m
a4416	2	3	1	2	4	4	S104	m
a4417	5	1	5	3	5	2	S104	m
a4418	3	2	3	3	5	2	S104	m
a4419	4	2	3	4	3	4	S104	m
a4420	4	1	3	4	4	5	S104	m
a4421	3	1	1	1	2	1	S104	m
a4422	3	1	1	2	2	1	S104	m
a4423	2	2	3	4	3	1	S105	k
a4424	4	1	1	1	1	4	S105	m
a4425	2	1	1	3	2	3	S105	k
a4426	5	1	2	2	1	1	S105	k
a4427	3	1	1	2	5	4	S105	k
a4428	4	4	1	3	5	3	S105	k
a4429	5	1	1	2	3	2	S105	m
a4430	3	1	3	1	2	2	S105	m
a4431	3	1	2	1	2	1	S105	m
a4432	4	1	1	3	5	2	S105	m
a4433	3	1	2	4	3	1	S105	m
a4434	3	1	2	3	2	3	S105	m
a4435	4	2	1	1	5	3	S105	m
a4436	4	2	3	1	3	1	S105	m
a4437	5	1	3	2	2	4	S105	k
a4438	4	1	3	1	2	2	S105	m
a4439	2	1	3	2	1	2	S105	m
a4440	4	4	2	3	2	2	S105	m
a4441	5	1	4	1	3	3	S105	m
a4442	3	3	2	3	1	3	S105	m
a4443	2	1	2	3	3	2	S105	m
a4444	2	1	4	4	1	1	S105	k
a4445	2	1	1	3	4	2	S105	m
a4446	4	1	2	4	4	3	S105	m
a4447	5	1	2	4	2	5	S105	k
a4448	4	2	2	3	2	1	S105	m
a4449	2	1	4	2	2	2	S105	m
a4450	2	2	2	3	5	4	S105	k
a4451	4	1	2	2	5	5	S105	k
a4452	5	3	1	3	4	1	S105	k
a4453	4	1	1	3	2	1	S105	m
a4454	5	1	1	3	2	4	S105	k
a4455	4	1	4	2	3	1	S105	k
a4456	3	2	2	1	1	2	S105	k
a4457	5	1	4	4	2	1	S105	k
a4458	5	1	4	1	3	4	S105	k
a4459	3	1	5	1	4	3	S105	k
a4460	2	1	5	3	1	4	S105	k
a4461	4	2	1	1	1	1	S105	k
a4462	5	1	2	3	1	4	S105	k
a4463	3	1	4	1	3	1	S105	k
a4464	3	1	3	1	3	2	S105	k
a4465	2	1	1	3	4	2	S105	k
a4466	1	2	2	3	3	4	S106	k
a4467	1	3	2	3	4	2	S106	m
a4468	3	3	1	1	3	1	S106	k
a4469	2	1	3	1	1	1	S106	m
a4470	1	2	3	4	4	4	S106	m
a4471	1	2	5	1	1	2	S106	k
a4472	5	1	1	3	1	1	S106	m
a4473	1	3	3	3	5	3	S106	k
a4474	3	2	2	1	5	5	S106	m
a4475	3	1	1	2	1	4	S106	m
a4476	5	1	2	3	5	2	S106	k
a4477	1	2	2	2	3	4	S106	m
a4478	2	3	4	4	4	5	S106	k
a4479	5	1	3	1	2	3	S106	k
a4480	5	2	1	2	1	1	S106	k
a4481	2	3	2	2	5	2	S106	k
a4482	4	3	1	3	5	5	S106	m
a4483	2	2	5	3	1	2	S106	k
a4484	4	2	1	4	2	2	S106	k
a4485	1	2	3	1	2	5	S106	k
a4486	4	2	3	3	4	2	S106	m
a4487	2	2	1	4	5	2	S106	k
a4488	2	3	1	2	2	5	S106	k
a4489	5	2	2	1	4	2	S106	m
a4490	1	3	2	1	4	1	S106	k
a4491	4	2	4	3	2	4	S106	m
a4492	1	3	2	3	5	3	S106	m
a4493	4	3	4	3	2	1	S106	k
a4494	5	3	3	3	4	4	S106	k
a4495	5	3	4	1	1	2	S106	k
a4496	2	2	4	3	4	3	S106	m
a4497	4	1	3	4	1	4	S106	k
a4498	4	2	2	3	5	5	S106	m
a4499	2	3	1	2	4	2	S106	m
a4500	4	1	3	2	4	2	S106	m
a4501	5	1	1	3	1	3	S106	m
a4502	1	3	1	3	5	3	S106	m
a4503	5	2	3	4	5	2	S106	m
a4504	2	1	1	2	4	4	S106	m
a4505	2	2	2	4	4	3	S106	m
a4506	2	2	3	3	4	2	S106	m
a4507	2	3	3	3	3	3	S106	m
a4508	1	2	2	1	3	2	S106	m
a4509	2	2	2	4	4	2	S106	m
a4510	5	2	3	1	4	3	S107	m
a4511	2	2	3	1	4	5	S107	k
a4512	2	2	3	3	2	5	S107	k
a4513	5	2	3	4	3	3	S107	k
a4514	4	3	1	3	1	1	S107	m
a4515	3	2	2	2	5	2	S107	m
a4516	3	3	4	3	5	3	S107	k
a4517	2	2	3	4	4	1	S107	k
a4518	3	4	3	3	2	1	S107	m
a4519	5	1	1	2	2	1	S107	k
a4520	3	4	1	4	1	1	S107	k
a4521	3	4	3	4	5	3	S107	k
a4522	1	2	4	3	4	5	S107	m
a4523	4	1	1	1	5	3	S107	m
a4524	3	2	1	4	5	1	S107	k
a4525	1	3	2	2	4	3	S107	m
a4526	5	1	3	1	2	5	S107	k
a4527	5	3	4	1	4	2	S107	k
a4528	1	2	5	4	4	2	S107	m
a4529	5	3	1	3	2	2	S107	m
a4530	2	4	4	3	2	4	S107	k
a4531	1	4	2	1	1	2	S107	m
a4532	4	4	3	1	1	5	S107	k
a4533	5	4	3	3	5	1	S107	m
a4534	2	1	1	3	1	5	S107	m
a4535	3	1	4	3	2	4	S107	m
a4536	1	1	2	1	4	4	S107	m
a4537	1	2	2	3	3	3	S107	k
a4538	4	4	4	3	1	2	S107	k
a4539	5	3	1	3	3	3	S107	m
a4540	5	3	1	2	5	3	S107	k
a4541	1	1	1	2	3	3	S107	m
a4542	4	2	2	1	4	2	S107	k
a4543	4	3	2	2	5	1	S107	k
a4544	4	2	3	1	5	5	S107	k
a4545	2	4	3	3	4	1	S107	k
a4546	3	1	2	4	4	2	S107	k
a4547	3	4	1	4	2	1	S107	k
a4548	2	3	2	1	4	5	S107	k
a4549	5	2	4	4	4	2	S107	k
a4550	3	2	3	3	4	2	S107	k
a4551	1	4	2	3	3	3	S107	k
a4552	3	1	2	4	4	5	S107	k
a4553	1	4	4	2	4	4	S108	m
a4554	2	2	5	1	5	1	S108	k
a4555	4	4	1	1	3	1	S108	m
a4556	2	3	2	2	4	2	S108	k
a4557	2	4	3	3	5	4	S108	k
a4558	4	2	4	3	1	3	S108	m
a4559	4	4	3	3	2	2	S108	m
a4560	3	2	4	3	1	1	S108	m
a4561	2	2	1	3	2	2	S108	m
a4562	2	2	1	3	3	1	S108	m
a4563	4	3	2	2	5	5	S108	m
a4564	5	3	1	3	4	4	S108	m
a4565	1	3	1	1	4	2	S108	k
a4566	3	2	4	1	5	5	S108	m
a4567	2	4	4	2	1	4	S108	m
a4568	3	1	1	3	1	1	S108	k
a4569	2	1	4	3	2	4	S108	m
a4570	1	3	1	1	2	1	S108	k
a4571	2	3	4	3	5	5	S108	m
a4572	4	4	4	4	2	1	S108	k
a4573	2	4	3	1	5	4	S108	m
a4574	5	2	2	1	3	4	S108	k
a4575	1	2	2	2	1	3	S108	m
a4576	4	2	4	3	2	3	S108	m
a4577	4	1	4	1	5	5	S108	m
a4578	4	4	3	3	3	3	S108	k
a4579	5	1	1	3	3	2	S108	k
a4580	4	4	4	3	1	1	S108	k
a4581	3	1	3	1	2	5	S108	k
a4582	1	2	3	3	2	5	S108	m
a4583	3	3	2	1	1	1	S108	k
a4584	3	4	4	3	5	2	S108	m
a4585	5	1	4	3	3	4	S108	m
a4586	1	2	4	2	1	2	S108	m
a4587	5	2	1	2	3	1	S108	m
a4588	1	1	3	3	4	3	S108	m
a4589	4	3	4	4	5	1	S108	m
a4590	2	3	1	4	4	2	S108	m
a4591	4	2	2	2	2	2	S108	m
a4592	3	2	1	3	3	2	S108	m
a4593	1	3	1	3	4	1	S108	m
a4594	1	2	2	1	5	3	S108	m
a4595	3	1	4	3	1	4	S108	m
a4596	4	1	1	3	1	5	S109	m
a4597	1	2	5	1	2	4	S109	k
a4598	3	2	1	3	1	2	S109	m
a4599	5	1	1	3	2	1	S109	k
a4600	2	2	3	2	1	5	S109	m
a4601	3	2	2	3	2	5	S109	m
a4602	2	2	1	1	3	3	S109	k
a4603	2	1	2	1	1	4	S109	k
a4604	1	2	1	3	4	3	S109	k
a4605	4	2	4	3	2	5	S109	k
a4606	1	1	4	3	1	3	S109	m
a4607	2	3	1	3	1	3	S109	m
a4608	3	2	3	4	3	3	S109	m
a4609	5	4	5	4	3	1	S109	m
a4610	5	2	2	3	1	5	S109	m
a4611	5	1	2	3	5	4	S109	m
a4612	5	2	2	2	3	4	S109	k
a4613	2	2	4	3	5	4	S109	m
a4614	1	4	1	1	4	3	S109	m
a4615	2	2	4	2	4	3	S109	m
a4616	2	2	1	4	5	4	S109	k
a4617	3	2	3	4	4	1	S109	m
a4618	2	2	2	4	1	5	S109	m
a4619	1	4	5	1	3	5	S109	k
a4620	5	1	4	4	5	4	S109	m
a4621	5	4	2	4	5	4	S109	m
a4622	4	2	2	2	1	1	S109	m
a4623	4	3	1	3	3	1	S109	m
a4624	2	1	1	3	1	3	S109	k
a4625	3	1	1	3	1	4	S109	m
a4626	4	2	2	4	1	4	S109	k
a4627	2	3	1	1	5	4	S109	m
a4628	1	2	1	3	1	4	S109	m
a4629	5	3	1	3	5	4	S109	m
a4630	3	3	2	3	5	4	S109	m
a4631	4	3	2	3	4	5	S109	m
a4632	2	3	2	3	1	5	S109	m
a4633	5	2	3	3	1	2	S109	m
a4634	4	2	3	3	4	4	S109	m
a4635	3	1	1	1	4	2	S109	m
a4636	1	1	1	4	1	1	S109	m
a4637	1	4	2	3	4	2	S109	m
a4638	4	1	2	3	5	2	S109	m
a4639	5	1	3	2	4	5	S110	m
a4640	3	2	3	3	4	1	S110	k
a4641	5	1	2	2	4	4	S110	m
a4642	2	1	1	3	3	2	S110	m
a4643	4	1	1	2	1	5	S110	k
a4644	3	2	2	2	1	2	S110	m
a4645	3	1	2	2	2	4	S110	m
